trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
2354521,6/30/2014 19:00,6/30/2014 19:10,2737,637,74,Kingsbury St & Erie St,289,Wells St & Concord Ln,Subscriber,Female,1984
2354519,6/30/2014 18:59,6/30/2014 19:05,1546,319,115,Sheffield Ave & Wellington Ave,300,Broadway & Barry Ave,Subscriber,Male,1983
2354518,6/30/2014 18:59,6/30/2014 19:10,286,631,24,Fairbanks Ct & Grand Ave,191,Canal St & Monroe St,Subscriber,Male,1993
2354517,6/30/2014 18:59,6/30/2014 19:11,2182,718,302,Sheffield Ave & Wrightwood Ave,177,Theater on the Lake,Customer,,
2354516,6/30/2014 18:59,6/30/2014 19:03,2165,265,321,Wabash Ave & 8th St,33,State St & Van Buren St,Subscriber,Male,1984
2354515,6/30/2014 18:59,6/30/2014 19:13,2314,862,294,Broadway & Berwyn Ave,325,Clark St & Winnemac Ave,Customer,,
2354514,6/30/2014 18:59,6/30/2014 19:50,308,3094,34,Cannon Dr & Fullerton Ave,34,Cannon Dr & Fullerton Ave,Customer,,
2354513,6/30/2014 18:59,6/30/2014 19:14,1144,888,211,St Clair St & Erie St,91,Clinton St & Washington Blvd,Subscriber,Male,1985
2354512,6/30/2014 18:57,6/30/2014 19:11,2548,888,315,Leavitt St & Hirsch St,290,Kedzie Ave & Palmer Ct,Subscriber,Male,1980
2354509,6/30/2014 18:59,6/30/2014 19:01,768,118,317,Wood St & Taylor St,342,Wolcott Ave & Polk St,Subscriber,Male,1970
2354508,6/30/2014 18:58,6/30/2014 19:26,779,1678,299,Halsted St & Roscoe St,299,Halsted St & Roscoe St,Customer,,
2354507,6/30/2014 18:58,6/30/2014 19:09,1313,642,90,Millennium Park,90,Millennium Park,Customer,,
2354506,6/30/2014 18:58,6/30/2014 19:05,2627,405,59,Wabash Ave & Roosevelt Rd,42,Wabash Ave & Cermak Rd,Customer,,
2354504,6/30/2014 18:58,6/30/2014 19:03,1916,270,55,Halsted St & James M Rochford St,57,Clinton St & Roosevelt Rd,Subscriber,Male,1993
2354503,6/30/2014 18:58,6/30/2014 19:12,2579,849,141,Clark St & Lincoln Ave,156,Clark St & Wellington Ave,Customer,,
2354501,6/30/2014 18:57,6/30/2014 19:05,1929,467,276,California Ave & North Ave,158,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1981
2354500,6/30/2014 18:57,6/30/2014 19:03,516,335,21,Aberdeen St & Jackson Blvd,198,Halsted St & Madison St,Subscriber,Female,1961
2354499,6/30/2014 18:57,6/30/2014 19:02,2321,324,248,Woodlawn Ave & 55th St,121,Blackstone Ave & Hyde Park Blvd,Subscriber,Female,1948
2354497,6/30/2014 18:57,6/30/2014 19:19,2130,1335,337,Clark St & Chicago Ave,216,California Ave & Division St,Subscriber,Male,1976
2354496,6/30/2014 18:57,6/30/2014 19:03,1544,339,86,Eckhart Park,48,Larrabee St & Kingsbury St,Subscriber,Male,1978
2354495,6/30/2014 18:57,6/30/2014 19:26,737,1777,299,Halsted St & Roscoe St,299,Halsted St & Roscoe St,Customer,,
2354494,6/30/2014 18:57,6/30/2014 19:13,2917,961,77,Clinton St & Madison St,128,Damen Ave & Chicago Ave,Subscriber,Female,1983
2354493,6/30/2014 18:57,6/30/2014 19:08,1522,689,301,Clark St & Schiller St,54,Ogden Ave & Chicago Ave,Subscriber,Male,1987
2354492,6/30/2014 18:57,6/30/2014 19:03,2285,412,327,Sheffield Ave & Webster Ave,224,Halsted St & Willow St,Customer,,
2354490,6/30/2014 18:55,6/30/2014 19:03,784,461,174,Canal St & Madison St,175,Wells St & Polk St,Subscriber,Male,1975
2354489,6/30/2014 18:56,6/30/2014 19:15,984,1097,141,Clark St & Lincoln Ave,332,Halsted St & Diversey Pkwy,Customer,,
2354488,6/30/2014 18:56,6/30/2014 19:04,2302,446,302,Sheffield Ave & Wrightwood Ave,220,Hampden Ct & Diversey Pkwy,Subscriber,Male,1970
2354487,6/30/2014 18:56,6/30/2014 19:05,1195,530,118,Sedgwick St & North Ave,34,Cannon Dr & Fullerton Ave,Subscriber,Male,1978
2354486,6/30/2014 18:56,6/30/2014 19:08,484,716,268,Lake Shore Dr & North Blvd,224,Halsted St & Willow St,Subscriber,Male,1984
2354485,6/30/2014 18:56,6/30/2014 19:07,1309,709,98,LaSalle St & Washington St,176,Clark St & Elm St,Subscriber,Male,1990
2354484,6/30/2014 18:56,6/30/2014 19:05,736,530,152,Lincoln Ave & Diversey Pkwy,256,Broadway & Sheridan Rd,Subscriber,Male,1982
2354483,6/30/2014 18:55,6/30/2014 18:59,2088,228,28,Larrabee St & Menomonee St,225,Halsted St & Dickens Ave,Subscriber,Male,1990
2354482,6/30/2014 18:55,6/30/2014 19:01,2834,314,118,Sedgwick St & North Ave,94,Clark St & Armitage Ave,Subscriber,Female,1982
2354481,6/30/2014 18:55,6/30/2014 19:19,892,1434,232,Pine Grove Ave & Waveland Ave,156,Clark St & Wellington Ave,Subscriber,Female,1981
2354480,6/30/2014 18:55,6/30/2014 19:04,873,542,74,Kingsbury St & Erie St,331,Halsted St & Blackhawk St,Subscriber,Male,1983
2354479,6/30/2014 18:55,6/30/2014 19:00,517,267,100,Orleans St & Merchandise Mart Plaza,66,Clinton St & Lake St,Subscriber,Male,1981
2354476,6/30/2014 18:55,6/30/2014 19:17,2744,1289,177,Theater on the Lake,314,Ravenswood Ave & Berteau Ave,Subscriber,Female,1987
2354475,6/30/2014 18:55,6/30/2014 18:57,2603,120,60,Dayton St & North Ave,93,Sheffield Ave & Willow St,Subscriber,Male,1983
2354474,6/30/2014 18:54,6/30/2014 19:04,1173,584,14,Morgan St & 18th St,109,900 W Harrison,Subscriber,Female,1972
2354473,6/30/2014 18:52,6/30/2014 18:59,1548,430,49,Dearborn St & Monroe St,112,Green St & Randolph St,Subscriber,Male,1976
2354472,6/30/2014 18:54,6/30/2014 19:01,242,409,73,Jefferson St & Monroe St,81,Daley Center Plaza,Subscriber,Female,1983
2354471,6/30/2014 18:55,6/30/2014 19:01,2534,365,158,Milwaukee Ave & Wabansia Ave,213,Leavitt St & North Ave,Subscriber,Female,1987
2354469,6/30/2014 18:54,6/30/2014 19:13,443,1118,294,Broadway & Berwyn Ave,325,Clark St & Winnemac Ave,Customer,,
2354468,6/30/2014 18:54,6/30/2014 19:37,1357,2551,177,Theater on the Lake,294,Broadway & Berwyn Ave,Customer,,
2354467,6/30/2014 18:54,6/30/2014 18:59,1961,293,138,Clybourn Ave & Division St,289,Wells St & Concord Ln,Subscriber,Male,1988
2354466,6/30/2014 18:54,6/30/2014 19:37,853,2564,177,Theater on the Lake,294,Broadway & Berwyn Ave,Customer,,
2354465,6/30/2014 18:54,6/30/2014 19:04,2877,576,85,Michigan Ave & Oak St,51,Clark St & Randolph St,Subscriber,Male,1978
2354464,6/30/2014 18:54,6/30/2014 19:17,798,1385,338,Calumet Ave & 18th St,284,Michigan Ave & Jackson Blvd,Customer,,
2354463,6/30/2014 18:54,6/30/2014 19:02,2234,493,77,Clinton St & Madison St,84,Green St & Milwaukee Ave,Subscriber,Male,1985
2354462,6/30/2014 18:54,6/30/2014 18:59,925,322,49,Dearborn St & Monroe St,77,Clinton St & Madison St,Subscriber,Male,1975
2354461,6/30/2014 18:54,6/30/2014 19:02,2190,515,301,Clark St & Schiller St,212,Wells St & Hubbard St,Subscriber,Male,1977
2354460,6/30/2014 18:54,6/30/2014 18:59,2864,325,51,Clark St & Randolph St,52,Michigan Ave & Lake St,Subscriber,Male,1949
2354459,6/30/2014 18:53,6/30/2014 19:37,1883,2594,177,Theater on the Lake,294,Broadway & Berwyn Ave,Customer,,
2354458,6/30/2014 18:53,6/30/2014 19:37,2678,2619,177,Theater on the Lake,294,Broadway & Berwyn Ave,Customer,,
2354457,6/30/2014 18:53,6/30/2014 19:00,1207,413,77,Clinton St & Madison St,175,Wells St & Polk St,Subscriber,Male,1975
2354456,6/30/2014 18:53,6/30/2014 19:22,1214,1729,81,Daley Center Plaza,296,Broadway & Belmont Ave,Subscriber,Male,1987
2354455,6/30/2014 18:53,6/30/2014 18:59,764,337,345,Lake Park Ave & 56th St,247,Shore Drive & 55th St,Subscriber,Male,1951
2354454,6/30/2014 18:53,6/30/2014 19:09,2121,968,17,Wood St & Division St,305,Western Ave & Division St,Subscriber,Female,1959
2354452,6/30/2014 18:53,6/30/2014 18:57,2875,240,73,Jefferson St & Monroe St,66,Clinton St & Lake St,Subscriber,Male,1991
2354451,6/30/2014 18:53,6/30/2014 19:00,1482,428,198,Halsted St & Madison St,98,LaSalle St & Washington St,Subscriber,Male,1980
2354450,6/30/2014 18:53,6/30/2014 19:18,941,1488,177,Theater on the Lake,199,Wabash Ave & Grand Ave,Subscriber,Male,1954
2354449,6/30/2014 18:53,6/30/2014 18:57,2975,282,174,Canal St & Madison St,80,Aberdeen St & Madison St,Customer,,
2354448,6/30/2014 18:52,6/30/2014 19:17,934,1493,338,Calumet Ave & 18th St,284,Michigan Ave & Jackson Blvd,Customer,,
2354447,6/30/2014 18:52,6/30/2014 18:57,2983,313,282,Halsted St & Maxwell St,274,Racine Ave & 15th St,Subscriber,Male,1986
2354446,6/30/2014 18:52,6/30/2014 18:56,1777,251,152,Lincoln Ave & Diversey Pkwy,190,Southport Ave & Wrightwood Ave,Subscriber,Male,1992
2354445,6/30/2014 18:52,6/30/2014 19:10,2443,1055,90,Millennium Park,35,Streeter Dr & Illinois St,Customer,,
2354444,6/30/2014 18:52,6/30/2014 18:56,1959,256,91,Clinton St & Washington Blvd,56,Desplaines St & Kinzie St,Subscriber,Male,1983
2354441,6/30/2014 18:52,6/30/2014 18:59,465,440,55,Halsted St & James M Rochford St,75,Canal St & Jackson Blvd,Subscriber,Male,1955
2354440,6/30/2014 18:52,6/30/2014 18:56,2289,250,75,Canal St & Jackson Blvd,198,Halsted St & Madison St,Subscriber,Male,1972
2354439,6/30/2014 18:52,6/30/2014 19:04,2783,726,91,Clinton St & Washington Blvd,106,State St & Pearson St,Subscriber,Male,1963
2354437,6/30/2014 18:52,6/30/2014 19:05,2775,763,143,Sedgwick St & Webster Ave,303,Broadway & Cornelia Ave,Subscriber,Male,1955
2354436,6/30/2014 18:52,6/30/2014 19:09,2181,1052,90,Millennium Park,35,Streeter Dr & Illinois St,Customer,,
2354435,6/30/2014 18:52,6/30/2014 19:01,2888,557,58,Marshfield Ave & Cortland St,310,Damen Ave & Charleston St,Subscriber,Female,1985
2354432,6/30/2014 18:51,6/30/2014 19:11,2742,1156,174,Canal St & Madison St,92,Carpenter St & Huron St,Subscriber,Female,1985
2354431,6/30/2014 18:51,6/30/2014 19:04,262,773,98,LaSalle St & Washington St,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1980
2354430,6/30/2014 18:51,6/30/2014 19:02,1527,616,91,Clinton St & Washington Blvd,337,Clark St & Chicago Ave,Subscriber,Male,1990
2354429,6/30/2014 18:51,6/30/2014 18:53,835,148,183,Damen Ave & Augusta Blvd,130,Damen Ave & Division St,Subscriber,Male,1975
2354427,6/30/2014 18:48,6/30/2014 18:58,2617,563,173,Mies van der Rohe Way & Chicago Ave,291,Wells St & Evergreen Ave,Subscriber,Male,1982
2354426,6/30/2014 18:51,6/30/2014 19:06,1851,922,255,Indiana Ave & Roosevelt Rd,284,Michigan Ave & Jackson Blvd,Customer,,
2354424,6/30/2014 18:51,6/30/2014 19:06,2918,906,255,Indiana Ave & Roosevelt Rd,284,Michigan Ave & Jackson Blvd,Customer,,
2354422,6/30/2014 18:51,6/30/2014 19:13,957,1308,81,Daley Center Plaza,127,Lincoln Ave & Fullerton Ave,Subscriber,Male,1987
2354421,6/30/2014 18:51,6/30/2014 19:00,191,560,227,Southport Ave & Waveland Ave,257,Lincoln Ave & Waveland Ave,Subscriber,Female,1989
2354418,6/30/2014 18:51,6/30/2014 19:01,2656,613,91,Clinton St & Washington Blvd,140,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1984
2354417,6/30/2014 18:50,6/30/2014 19:08,2670,1052,114,Sheffield Ave & Addison St,117,Wilton Ave & Belmont Ave,Customer,,
2354416,6/30/2014 18:50,6/30/2014 19:08,2540,1042,114,Sheffield Ave & Addison St,117,Wilton Ave & Belmont Ave,Customer,,
2354415,6/30/2014 18:50,6/30/2014 19:18,860,1681,33,State St & Van Buren St,45,Michigan Ave & Congress Pkwy,Customer,,
2354414,6/30/2014 18:50,6/30/2014 18:56,2149,361,90,Millennium Park,47,State St & Kinzie St,Subscriber,Male,1970
2354413,6/30/2014 18:50,6/30/2014 19:01,2348,681,35,Streeter Dr & Illinois St,268,Lake Shore Dr & North Blvd,Customer,,
2354411,6/30/2014 18:48,6/30/2014 18:59,719,622,91,Clinton St & Washington Blvd,84,Green St & Milwaukee Ave,Subscriber,Male,1971
2354410,6/30/2014 18:50,6/30/2014 19:07,1640,995,126,Clark St & North Ave,54,Ogden Ave & Chicago Ave,Customer,,
2354409,6/30/2014 18:50,6/30/2014 19:10,1047,1183,247,Shore Drive & 55th St,247,Shore Drive & 55th St,Customer,,
2354408,6/30/2014 18:50,6/30/2014 18:59,2957,525,191,Canal St & Monroe St,47,State St & Kinzie St,Subscriber,Male,1983
2354407,6/30/2014 18:49,6/30/2014 18:59,2719,600,49,Dearborn St & Monroe St,321,Wabash Ave & 8th St,Subscriber,Male,1990
2354406,6/30/2014 18:50,6/30/2014 18:59,728,555,58,Marshfield Ave & Cortland St,130,Damen Ave & Division St,Subscriber,Male,1984
2354405,6/30/2014 18:50,6/30/2014 19:18,1334,1706,33,State St & Van Buren St,45,Michigan Ave & Congress Pkwy,Customer,,
2354402,6/30/2014 18:50,6/30/2014 19:01,1616,653,46,Wells St & Walton St,199,Wabash Ave & Grand Ave,Customer,,
2354401,6/30/2014 18:47,6/30/2014 18:54,1183,411,81,Daley Center Plaza,75,Canal St & Jackson Blvd,Subscriber,Male,1980
2354400,6/30/2014 18:47,6/30/2014 19:16,1879,1768,81,Daley Center Plaza,327,Sheffield Ave & Webster Ave,Subscriber,Male,1973
2354398,6/30/2014 18:50,6/30/2014 19:10,2453,1207,247,Shore Drive & 55th St,247,Shore Drive & 55th St,Customer,,
2354397,6/30/2014 18:49,6/30/2014 18:57,308,434,34,Cannon Dr & Fullerton Ave,34,Cannon Dr & Fullerton Ave,Customer,,
2354395,6/30/2014 18:49,6/30/2014 19:05,270,960,140,Dearborn Pkwy & Delaware Pl,177,Theater on the Lake,Subscriber,Male,1982
2354394,6/30/2014 18:48,6/30/2014 18:56,1521,512,303,Broadway & Cornelia Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1991
2354393,6/30/2014 18:49,6/30/2014 18:58,1467,528,49,Dearborn St & Monroe St,5,State St & Harrison St,Subscriber,Male,1956
2354392,6/30/2014 18:49,6/30/2014 18:52,2634,170,337,Clark St & Chicago Ave,25,Michigan Ave & Pearson St,Subscriber,Male,1989
2354391,6/30/2014 18:49,6/30/2014 18:59,2389,607,71,Morgan St & Lake St,26,McClurg Ct & Illinois St,Subscriber,Male,1988
2354390,6/30/2014 18:48,6/30/2014 19:06,2557,1043,260,Kedzie Ave & Milwaukee Ave,130,Damen Ave & Division St,Subscriber,Female,1982
2354389,6/30/2014 18:48,6/30/2014 19:05,1730,1019,197,Michigan Ave & Madison St,338,Calumet Ave & 18th St,Customer,,
2354388,6/30/2014 18:48,6/30/2014 18:52,2547,231,225,Halsted St & Dickens Ave,28,Larrabee St & Menomonee St,Subscriber,Male,1990
2354387,6/30/2014 18:48,6/30/2014 19:06,1046,1090,287,Franklin St & Arcade Pl,333,Ashland Ave & Blackhawk St,Customer,,
2354386,6/30/2014 18:47,6/30/2014 19:02,1178,846,250,Ashland Ave & Wellington Ave,157,Lake Shore Dr & Wellington Ave,Subscriber,Female,1984
2354385,6/30/2014 18:48,6/30/2014 19:06,1901,1083,90,Millennium Park,178,State St & 19th St,Customer,,
2354384,6/30/2014 18:48,6/30/2014 19:08,2582,1222,97,Museum Campus,97,Museum Campus,Customer,,
2354383,6/30/2014 18:48,6/30/2014 18:55,2233,427,306,Sheridan Rd & Buena Ave,238,Ravenswood Ave & Montrose Ave,Subscriber,Male,1984
2354382,6/30/2014 18:48,6/30/2014 18:51,832,214,87,Racine Ave & Fullerton Ave,190,Southport Ave & Wrightwood Ave,Subscriber,Male,1990
2354379,6/30/2014 18:47,6/30/2014 19:06,496,1152,174,Canal St & Madison St,128,Damen Ave & Chicago Ave,Subscriber,Male,1979
2354378,6/30/2014 18:47,6/30/2014 19:07,2397,1164,237,Martin Luther King Dr & 29th St,62,McCormick Place,Customer,,
2354377,6/30/2014 18:47,6/30/2014 19:07,1097,1169,237,Martin Luther King Dr & 29th St,62,McCormick Place,Customer,,
2354376,6/30/2014 18:47,6/30/2014 19:00,573,777,164,Franklin St & Lake St,210,Ashland Ave & Division St,Subscriber,Male,1977
2354374,6/30/2014 18:47,6/30/2014 19:01,493,825,57,Clinton St & Roosevelt Rd,32,Racine Ave & Congress Pkwy,Subscriber,Male,1988
2354371,6/30/2014 18:46,6/30/2014 19:01,3029,856,77,Clinton St & Madison St,14,Morgan St & 18th St,Subscriber,Male,1989
2354369,6/30/2014 18:46,6/30/2014 19:01,1622,873,57,Clinton St & Roosevelt Rd,32,Racine Ave & Congress Pkwy,Subscriber,Female,1986
2354368,6/30/2014 18:46,6/30/2014 18:51,2111,257,320,Loomis St & Lexington St,22,May St & Taylor St,Subscriber,Male,1978
2354367,6/30/2014 18:43,6/30/2014 18:46,868,178,254,Pine Grove Ave & Irving Park Rd,304,Halsted St & Waveland Ave,Subscriber,Male,1980
2354366,6/30/2014 18:46,6/30/2014 18:50,2915,265,123,California Ave & Milwaukee Ave,116,Western Ave & Winnebago Ave,Subscriber,Male,1987
2354365,6/30/2014 18:46,6/30/2014 18:54,879,507,20,Sheffield Ave & Kingsbury St,138,Clybourn Ave & Division St,Customer,,
2354364,6/30/2014 18:46,6/30/2014 18:54,938,507,257,Lincoln Ave & Waveland Ave,234,Clark St & Montrose Ave,Subscriber,Male,1984
2354363,6/30/2014 18:46,6/30/2014 18:54,94,484,191,Canal St & Monroe St,84,Green St & Milwaukee Ave,Subscriber,Male,1968
2354362,6/30/2014 18:46,6/30/2014 18:59,579,785,31,Franklin St & Chicago Ave,264,Stetson Ave & South Water St,Subscriber,Male,1976
2354359,6/30/2014 18:45,6/30/2014 19:12,2360,1619,90,Millennium Park,90,Millennium Park,Customer,,
2354358,6/30/2014 18:45,6/30/2014 18:49,2028,195,36,Franklin St & Jackson Blvd,175,Wells St & Polk St,Subscriber,Male,1983
2354355,6/30/2014 18:45,6/30/2014 19:12,1847,1617,90,Millennium Park,90,Millennium Park,Customer,,
2354354,6/30/2014 18:45,6/30/2014 18:51,565,357,204,Prairie Ave & Garfield Blvd,328,Ellis Ave & 58th St,Subscriber,Male,1986
2354351,6/30/2014 18:45,6/30/2014 18:47,2534,146,309,Leavitt St & Armitage Ave,158,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1986
2354349,6/30/2014 18:41,6/30/2014 18:51,1234,604,42,Wabash Ave & Cermak Rd,272,Indiana Ave & 31st St,Subscriber,Male,1969
2354348,6/30/2014 18:45,6/30/2014 18:49,2202,261,311,Lincoln Ave & Eastwood Ave,316,Damen Ave & Sunnyside Ave,Subscriber,Male,1989
2354347,6/30/2014 18:45,6/30/2014 18:53,2207,495,100,Orleans St & Merchandise Mart Plaza,192,Canal St & Adams St,Subscriber,Male,1965
2354346,6/30/2014 18:45,6/30/2014 18:48,1770,199,202,Halsted St & 18th St,15,Racine Ave & 18th St,Subscriber,Male,1976
2354345,6/30/2014 18:45,6/30/2014 18:50,1910,346,49,Dearborn St & Monroe St,43,Michigan Ave & Washington St,Subscriber,Male,1978
2354344,6/30/2014 18:45,6/30/2014 18:46,1788,118,242,Damen Ave & Leland Ave,344,Wolcott Ave & Lawrence Ave,Subscriber,Male,1977
2354342,6/30/2014 18:44,6/30/2014 18:50,2636,309,100,Orleans St & Merchandise Mart Plaza,111,Sedgwick St & Huron St,Subscriber,Female,1985
2354341,6/30/2014 18:44,6/30/2014 18:50,1156,352,108,Halsted St & Polk St,19,Loomis St & Taylor St,Subscriber,Male,1987
2354340,6/30/2014 18:44,6/30/2014 18:50,1042,315,100,Orleans St & Merchandise Mart Plaza,111,Sedgwick St & Huron St,Subscriber,Male,1986
2354339,6/30/2014 18:44,6/30/2014 18:49,1603,316,140,Dearborn Pkwy & Delaware Pl,301,Clark St & Schiller St,Subscriber,Male,1945
2354338,6/30/2014 18:44,6/30/2014 18:50,2689,361,108,Halsted St & Polk St,19,Loomis St & Taylor St,Subscriber,Female,1982
2354334,6/30/2014 18:44,6/30/2014 18:46,71,121,156,Clark St & Wellington Ave,300,Broadway & Barry Ave,Subscriber,Male,1993
2354333,6/30/2014 18:44,6/30/2014 18:48,1084,283,225,Halsted St & Dickens Ave,28,Larrabee St & Menomonee St,Customer,,
2354332,6/30/2014 18:33,6/30/2014 18:44,677,667,61,Wood St & Milwaukee Ave,123,California Ave & Milwaukee Ave,Subscriber,Female,1978
2354330,6/30/2014 18:43,6/30/2014 18:59,2691,924,49,Dearborn St & Monroe St,210,Ashland Ave & Division St,Subscriber,Male,1990
2354326,6/30/2014 18:43,6/30/2014 18:46,2901,146,232,Pine Grove Ave & Waveland Ave,304,Halsted St & Waveland Ave,Subscriber,Female,1988
2354324,6/30/2014 18:43,6/30/2014 18:59,2573,957,217,May St & Fulton St,52,Michigan Ave & Lake St,Subscriber,Male,1986
2354322,6/30/2014 18:43,6/30/2014 18:54,1992,683,108,Halsted St & Polk St,207,Emerald Ave & 28th St,Subscriber,Female,1963
2354320,6/30/2014 18:43,6/30/2014 19:12,1723,1714,173,Mies van der Rohe Way & Chicago Ave,256,Broadway & Sheridan Rd,Subscriber,Male,1984
2354319,6/30/2014 18:43,6/30/2014 18:59,773,987,15,Racine Ave & 18th St,278,Wallace Ave & 35th St,Customer,,
2354318,6/30/2014 18:43,6/30/2014 19:00,2910,1003,15,Racine Ave & 18th St,278,Wallace Ave & 35th St,Customer,,
2354317,6/30/2014 18:42,6/30/2014 18:46,1429,220,210,Ashland Ave & Division St,130,Damen Ave & Division St,Subscriber,Male,1983
2354316,6/30/2014 18:42,6/30/2014 18:49,1474,372,57,Clinton St & Roosevelt Rd,282,Halsted St & Maxwell St,Subscriber,Female,1987
2354313,6/30/2014 18:42,6/30/2014 19:07,340,1467,246,Ashland Ave & Belle Plaine Ave,177,Theater on the Lake,Subscriber,Male,1980
2354312,6/30/2014 18:42,6/30/2014 18:51,570,494,195,Columbus Dr & Randolph St,181,LaSalle St & Illinois St,Subscriber,Male,1985
2354311,6/30/2014 18:42,6/30/2014 18:49,1468,431,81,Daley Center Plaza,192,Canal St & Adams St,Subscriber,Male,1962
2354310,6/30/2014 18:42,6/30/2014 18:46,2070,218,5,State St & Harrison St,45,Michigan Ave & Congress Pkwy,Subscriber,Female,1989
2354309,6/30/2014 18:42,6/30/2014 19:00,609,1057,69,Damen Ave & Pierce Ave,143,Sedgwick St & Webster Ave,Subscriber,Male,1969
2354308,6/30/2014 18:42,6/30/2014 19:11,2475,1769,256,Broadway & Sheridan Rd,173,Mies van der Rohe Way & Chicago Ave,Customer,,
2354307,6/30/2014 18:42,6/30/2014 18:46,407,249,54,Ogden Ave & Chicago Ave,48,Larrabee St & Kingsbury St,Subscriber,Male,1970
2354306,6/30/2014 18:42,6/30/2014 18:44,1731,150,299,Halsted St & Roscoe St,303,Broadway & Cornelia Ave,Subscriber,Male,1984
2354302,6/30/2014 18:42,6/30/2014 18:46,1548,236,191,Canal St & Monroe St,49,Dearborn St & Monroe St,Subscriber,Male,1985
2354300,6/30/2014 18:42,6/30/2014 18:50,1964,511,48,Larrabee St & Kingsbury St,29,Noble St & Milwaukee Ave,Subscriber,Male,1984
2354298,6/30/2014 18:41,6/30/2014 18:43,2419,115,230,Lincoln Ave & Roscoe St,330,Lincoln Ave & Addison St,Subscriber,Male,1986
2354295,6/30/2014 18:41,6/30/2014 18:47,2487,367,173,Mies van der Rohe Way & Chicago Ave,53,Wells St & Erie St,Subscriber,Male,1980
2354294,6/30/2014 18:41,6/30/2014 21:01,974,8417,195,Columbus Dr & Randolph St,37,Dearborn St & Adams St,Customer,,
2354293,6/30/2014 18:41,6/30/2014 18:52,873,669,49,Dearborn St & Monroe St,74,Kingsbury St & Erie St,Subscriber,Male,1983
2354292,6/30/2014 18:41,6/30/2014 18:46,2670,307,304,Halsted St & Waveland Ave,114,Sheffield Ave & Addison St,Customer,,
2354291,6/30/2014 18:41,6/30/2014 18:47,102,388,210,Ashland Ave & Division St,305,Western Ave & Division St,Subscriber,Female,1989
2354290,6/30/2014 18:41,6/30/2014 18:51,2584,611,50,Clark St & Congress Pkwy,146,Loomis St & Jackson Blvd,Subscriber,Male,1986
2354289,6/30/2014 18:41,6/30/2014 18:46,2540,309,304,Halsted St & Waveland Ave,114,Sheffield Ave & Addison St,Customer,,
2354287,6/30/2014 18:41,6/30/2014 18:48,1065,440,53,Wells St & Erie St,192,Canal St & Adams St,Subscriber,Male,1968
2354286,6/30/2014 18:41,6/30/2014 18:46,2909,291,284,Michigan Ave & Jackson Blvd,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1962
2354284,6/30/2014 18:41,6/30/2014 19:02,2596,1277,141,Clark St & Lincoln Ave,173,Mies van der Rohe Way & Chicago Ave,Customer,,
2354283,6/30/2014 18:41,6/30/2014 18:57,1817,1007,268,Lake Shore Dr & North Blvd,329,Lake Shore Dr & Diversey Pkwy,Subscriber,Male,1983
2354282,6/30/2014 18:41,6/30/2014 18:43,790,168,306,Sheridan Rd & Buena Ave,245,Clarendon Ave & Junior Ter,Subscriber,Male,1986
2354281,6/30/2014 18:41,6/30/2014 19:00,2458,1183,175,Wells St & Polk St,274,Racine Ave & 15th St,Subscriber,Female,1979
2354280,6/30/2014 18:41,6/30/2014 18:47,48,358,318,Southport Ave & Irving Park Rd,254,Pine Grove Ave & Irving Park Rd,Subscriber,Female,1990
2354279,6/30/2014 18:40,6/30/2014 18:52,3019,700,196,Cityfront Plaza & N Water St,35,Streeter Dr & Illinois St,Customer,,
2354278,6/30/2014 18:39,6/30/2014 18:47,1149,467,92,Carpenter St & Huron St,174,Canal St & Madison St,Subscriber,Male,1954
2354277,6/30/2014 18:40,6/30/2014 19:00,485,1146,15,Racine Ave & 18th St,278,Wallace Ave & 35th St,Customer,,
2354276,6/30/2014 18:40,6/30/2014 19:03,152,1354,141,Clark St & Lincoln Ave,173,Mies van der Rohe Way & Chicago Ave,Customer,,
2354275,6/30/2014 18:40,6/30/2014 18:57,1112,1031,268,Lake Shore Dr & North Blvd,329,Lake Shore Dr & Diversey Pkwy,Subscriber,Female,1989
2354273,6/30/2014 18:37,6/30/2014 18:59,3020,1285,58,Marshfield Ave & Cortland St,303,Broadway & Cornelia Ave,Subscriber,Male,1982
2354272,6/30/2014 18:40,6/30/2014 19:03,411,1355,141,Clark St & Lincoln Ave,173,Mies van der Rohe Way & Chicago Ave,Customer,,
2354271,6/30/2014 18:40,6/30/2014 19:00,659,1164,15,Racine Ave & 18th St,278,Wallace Ave & 35th St,Customer,,
2354268,6/30/2014 18:40,6/30/2014 18:48,2083,461,99,Lake Shore Dr & Ohio St,212,Wells St & Hubbard St,Subscriber,Male,1983
2354267,6/30/2014 18:36,6/30/2014 18:49,270,763,91,Clinton St & Washington Blvd,140,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1982
2354266,6/30/2014 18:40,6/30/2014 18:45,2287,329,199,Wabash Ave & Grand Ave,264,Stetson Ave & South Water St,Subscriber,Male,1954
